#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.106129E-03   0.372960E+06   0.372959E+06   0.496877E+06   0.496846E+06   0.377268E+06   0.373150E+06   0.372960E+06   0.378495E+06  -0.602704E+00   0.371804E+06   0.371804E+06   0.254899E+01
   0.109727E-03   0.372959E+06   0.372958E+06   0.496848E+06   0.496815E+06   0.377262E+06   0.373149E+06   0.372959E+06   0.378493E+06  -0.602701E+00   0.371803E+06   0.371803E+06   0.263540E+01
   0.113447E-03   0.372958E+06   0.372957E+06   0.496817E+06   0.496782E+06   0.377257E+06   0.373148E+06   0.372958E+06   0.378492E+06  -0.602699E+00   0.371802E+06   0.371802E+06   0.272474E+01
   0.117293E-03   0.372957E+06   0.372956E+06   0.496784E+06   0.496746E+06   0.377250E+06   0.373146E+06   0.372957E+06   0.378490E+06  -0.602696E+00   0.371801E+06   0.371801E+06   0.281711E+01
   0.121270E-03   0.372956E+06   0.372955E+06   0.496748E+06   0.496708E+06   0.377244E+06   0.373145E+06   0.372956E+06   0.378489E+06  -0.602693E+00   0.371800E+06   0.371799E+06   0.291261E+01
   0.125382E-03   0.372955E+06   0.372953E+06   0.496711E+06   0.496668E+06   0.377237E+06   0.373144E+06   0.372955E+06   0.378487E+06  -0.602690E+00   0.371798E+06   0.371798E+06   0.301135E+01
   0.129633E-03   0.372954E+06   0.372952E+06   0.496670E+06   0.496624E+06   0.377229E+06   0.373142E+06   0.372953E+06   0.378485E+06  -0.602687E+00   0.371797E+06   0.371797E+06   0.311343E+01
   0.134028E-03   0.372952E+06   0.372951E+06   0.496627E+06   0.496578E+06   0.377221E+06   0.373140E+06   0.372952E+06   0.378483E+06  -0.602684E+00   0.371796E+06   0.371795E+06   0.321897E+01
   0.138572E-03   0.372951E+06   0.372949E+06   0.496581E+06   0.496529E+06   0.377213E+06   0.373139E+06   0.372951E+06   0.378481E+06  -0.602680E+00   0.371794E+06   0.371794E+06   0.332808E+01
   0.143271E-03   0.372950E+06   0.372948E+06   0.496532E+06   0.496476E+06   0.377203E+06   0.373137E+06   0.372949E+06   0.378478E+06  -0.602676E+00   0.371793E+06   0.371792E+06   0.344090E+01
   0.148128E-03   0.372948E+06   0.372946E+06   0.496479E+06   0.496419E+06   0.377193E+06   0.373135E+06   0.372948E+06   0.378476E+06  -0.602672E+00   0.371791E+06   0.371790E+06   0.355753E+01
   0.153150E-03   0.372946E+06   0.372944E+06   0.496423E+06   0.496359E+06   0.377183E+06   0.373133E+06   0.372946E+06   0.378473E+06  -0.602667E+00   0.371789E+06   0.371789E+06   0.367812E+01
   0.158343E-03   0.372944E+06   0.372942E+06   0.496362E+06   0.496294E+06   0.377172E+06   0.373131E+06   0.372944E+06   0.378470E+06  -0.602663E+00   0.371787E+06   0.371787E+06   0.380280E+01
