#    L    TT             EE             BB             TE             PP             TP             EP          
   153    0.46497E+04    0.10129E+01    0.00000E+00   -0.44809E+02    0.67416E-07    0.21918E-03   -0.64989E-06
   154    0.46825E+04    0.10037E+01    0.00000E+00   -0.44593E+02    0.66967E-07    0.21733E-03   -0.64374E-06
   155    0.47151E+04    0.99421E+00    0.00000E+00   -0.44349E+02    0.66522E-07    0.21549E-03   -0.63816E-06
   156    0.47472E+04    0.98442E+00    0.00000E+00   -0.44075E+02    0.66081E-07    0.21368E-03   -0.63308E-06
   157    0.47792E+04    0.97434E+00    0.00000E+00   -0.43771E+02    0.65645E-07    0.21188E-03   -0.62845E-06
   158    0.48107E+04    0.96404E+00    0.00000E+00   -0.43438E+02    0.65213E-07    0.21010E-03   -0.62422E-06
   159    0.48419E+04    0.95339E+00    0.00000E+00   -0.43076E+02    0.64785E-07    0.20834E-03   -0.62033E-06
   160    0.48727E+04    0.94254E+00    0.00000E+00   -0.42682E+02    0.64361E-07    0.20660E-03   -0.61672E-06
   161    0.49032E+04    0.93157E+00    0.00000E+00   -0.42260E+02    0.63941E-07    0.20487E-03   -0.61334E-06
   162    0.49333E+04    0.92036E+00    0.00000E+00   -0.41809E+02    0.63525E-07    0.20316E-03   -0.61013E-06
   163    0.49631E+04    0.90897E+00    0.00000E+00   -0.41327E+02    0.63113E-07    0.20147E-03   -0.60704E-06
   164    0.49924E+04    0.89749E+00    0.00000E+00   -0.40816E+02    0.62704E-07    0.19980E-03   -0.60401E-06
   165    0.50214E+04    0.88585E+00    0.00000E+00   -0.40274E+02    0.62300E-07    0.19815E-03   -0.60100E-06
   166    0.50500E+04    0.87421E+00    0.00000E+00   -0.39702E+02    0.61899E-07    0.19651E-03   -0.59793E-06
   167    0.50782E+04    0.86236E+00    0.00000E+00   -0.39102E+02    0.61503E-07    0.19489E-03   -0.59477E-06
   168    0.51059E+04    0.85067E+00    0.00000E+00   -0.38470E+02    0.61110E-07    0.19329E-03   -0.59145E-06
   169    0.51331E+04    0.83885E+00    0.00000E+00   -0.37808E+02    0.60720E-07    0.19170E-03   -0.58791E-06
   170    0.51600E+04    0.82714E+00    0.00000E+00   -0.37117E+02    0.60334E-07    0.19014E-03   -0.58411E-06
   171    0.51862E+04    0.81555E+00    0.00000E+00   -0.36394E+02    0.59952E-07    0.18858E-03   -0.57999E-06
   172    0.52119E+04    0.80400E+00    0.00000E+00   -0.35641E+02    0.59574E-07    0.18705E-03   -0.57548E-06
   173    0.52371E+04    0.79251E+00    0.00000E+00   -0.34859E+02    0.59199E-07    0.18553E-03   -0.57055E-06
   174    0.52618E+04    0.78137E+00    0.00000E+00   -0.34046E+02    0.58827E-07    0.18403E-03   -0.56513E-06
   175    0.52860E+04    0.77031E+00    0.00000E+00   -0.33203E+02    0.58459E-07    0.18254E-03   -0.55917E-06
   176    0.53095E+04    0.75955E+00    0.00000E+00   -0.32330E+02    0.58095E-07    0.18107E-03   -0.55262E-06
   177    0.53326E+04    0.74903E+00    0.00000E+00   -0.31429E+02    0.57733E-07    0.17962E-03   -0.54549E-06
   178    0.53550E+04    0.73898E+00    0.00000E+00   -0.30497E+02    0.57376E-07    0.17818E-03   -0.53781E-06
   179    0.53768E+04    0.72911E+00    0.00000E+00   -0.29535E+02    0.57021E-07    0.17676E-03   -0.52958E-06
   180    0.53982E+04    0.71967E+00    0.00000E+00   -0.28546E+02    0.56670E-07    0.17535E-03   -0.52083E-06
   181    0.54190E+04    0.71064E+00    0.00000E+00   -0.27528E+02    0.56322E-07    0.17396E-03   -0.51157E-06
   182    0.54391E+04    0.70214E+00    0.00000E+00   -0.26481E+02    0.55977E-07    0.17258E-03   -0.50183E-06
   183    0.54586E+04    0.69407E+00    0.00000E+00   -0.25407E+02    0.55635E-07    0.17122E-03   -0.49163E-06
   184    0.54776E+04    0.68655E+00    0.00000E+00   -0.24305E+02    0.55297E-07    0.16987E-03   -0.48097E-06
   185    0.54959E+04    0.67971E+00    0.00000E+00   -0.23177E+02    0.54961E-07    0.16853E-03   -0.46989E-06
   186    0.55134E+04    0.67344E+00    0.00000E+00   -0.22020E+02    0.54629E-07    0.16720E-03   -0.45839E-06
   187    0.55305E+04    0.66787E+00    0.00000E+00   -0.20837E+02    0.54300E-07    0.16589E-03   -0.44651E-06
   188    0.55470E+04    0.66302E+00    0.00000E+00   -0.19629E+02    0.53973E-07    0.16460E-03   -0.43425E-06
   189    0.55627E+04    0.65892E+00    0.00000E+00   -0.18395E+02    0.53650E-07    0.16331E-03   -0.42163E-06
   190    0.55782E+04    0.65564E+00    0.00000E+00   -0.17136E+02    0.53330E-07    0.16204E-03   -0.40868E-06
   191    0.55926E+04    0.65321E+00    0.00000E+00   -0.15851E+02    0.53012E-07    0.16078E-03   -0.39541E-06
   192    0.56065E+04    0.65166E+00    0.00000E+00   -0.14542E+02    0.52698E-07    0.15953E-03   -0.38184E-06
   193    0.56197E+04    0.65105E+00    0.00000E+00   -0.13210E+02    0.52386E-07    0.15829E-03   -0.36799E-06
   194    0.56324E+04    0.65142E+00    0.00000E+00   -0.11853E+02    0.52077E-07    0.15706E-03   -0.35388E-06
   195    0.56444E+04    0.65282E+00    0.00000E+00   -0.10475E+02    0.51771E-07    0.15585E-03   -0.33953E-06
   196    0.56556E+04    0.65528E+00    0.00000E+00   -0.90730E+01    0.51467E-07    0.15464E-03   -0.32495E-06
   197    0.56662E+04    0.65888E+00    0.00000E+00   -0.76504E+01    0.51166E-07    0.15345E-03   -0.31017E-06
   198    0.56762E+04    0.66363E+00    0.00000E+00   -0.62061E+01    0.50868E-07    0.15226E-03   -0.29520E-06
   199    0.56856E+04    0.66960E+00    0.00000E+00   -0.47412E+01    0.50573E-07    0.15108E-03   -0.28006E-06
   200    0.56942E+04    0.67681E+00    0.00000E+00   -0.32566E+01    0.50280E-07    0.14992E-03   -0.26476E-06
   201    0.57022E+04    0.68533E+00    0.00000E+00   -0.17516E+01    0.49990E-07    0.14876E-03   -0.24934E-06
   202    0.57095E+04    0.69518E+00    0.00000E+00   -0.22804E+00    0.49702E-07    0.14761E-03   -0.23379E-06
   203    0.57161E+04    0.70640E+00    0.00000E+00    0.13147E+01    0.49416E-07    0.14647E-03   -0.21812E-06
   204    0.57219E+04    0.71902E+00    0.00000E+00    0.28735E+01    0.49134E-07    0.14534E-03   -0.20233E-06
   205    0.57271E+04    0.73307E+00    0.00000E+00    0.44503E+01    0.48853E-07    0.14422E-03   -0.18644E-06
   206    0.57314E+04    0.74859E+00    0.00000E+00    0.60438E+01    0.48575E-07    0.14311E-03   -0.17044E-06
   207    0.57352E+04    0.76560E+00    0.00000E+00    0.76533E+01    0.48300E-07    0.14201E-03   -0.15434E-06
   208    0.57380E+04    0.78414E+00    0.00000E+00    0.92780E+01    0.48027E-07    0.14091E-03   -0.13816E-06
   209    0.57402E+04    0.80423E+00    0.00000E+00    0.10918E+02    0.47756E-07    0.13982E-03   -0.12188E-06
   210    0.57417E+04    0.82593E+00    0.00000E+00    0.12571E+02    0.47488E-07    0.13874E-03   -0.10553E-06
   211    0.57425E+04    0.84924E+00    0.00000E+00    0.14237E+02    0.47222E-07    0.13767E-03   -0.89097E-07
